"bundleID","domain","hits","DomainOwnerName"
"Google Maps","notifications-pa.googleapis.com",37,"Google"
"Google Maps","lh3.googleusercontent.com",23,"Google"
"Google Maps","www.googleapis.com",27,"Google"
"Google Maps","growth-pa.googleapis.com",9,"Google"
"Google Maps","www.google.com",20,"Google"
"Google Maps","region1.app-analytics-services.com",39,"Other"
"Google Maps","play.googleapis.com",38,"Google"
"Google Maps","lh5.googleusercontent.com",1,"Google"
"Google Maps","encrypted-tbn3.gstatic.com",1,"Google"
"Google Maps","firebaseinstallations.googleapis.com",1,"Google"
"Google Maps","encrypted-tbn1.gstatic.com",1,"Google"
"Ricardo","r11.o.lencr.org",2,"Other"
"Ricardo","region1.app-analytics-services.com",3,"Other"
"Ricardo","launches.appsflyer.com",2,"AppsFlyer"
"Ricardo","googleads.g.doubleclick.net",2,"Google"
"Ricardo","rules3.aatkit.com",1,"AddApptr"
"Ricardo","firebase-settings.crashlytics.com",2,"Google"
"Ricardo","crashlyticsreports-pa.googleapis.com",2,"Google"
"Ricardo","firebaselogging-pa.googleapis.com",5,"Google"
"Ricardo","firebaseremoteconfig.googleapis.com",3,"Google"
"Ricardo","cdn.cookielaw.org",2,"Other"
"Ricardo","r10.o.lencr.org",2,"Other"
"Ricardo","firebaseremoteconfigrealtime.googleapis.com",3,"Google"
"Ricardo","app-analytics-services.com",2,"Other"
"Ricardo","cdn-settings.appsflyersdk.com",2,"AppsFlyer"
"Ricardo","mobile-data.onetrust.io",2,"Other"
"Ricardo","firebaseinstallations.googleapis.com",1,"Google"
"Ricardo","74.125.250.129",1,"Other"
"Ricardo","mobile-sdk-config.gservice.emarsys.net",2,"Other"
"Ricardo","images.ctfassets.net",1,"Other"
"Ricardo","rules.aatkit.com",2,"AddApptr"
"Ricardo","tracking.aatkit.com",3,"AddApptr"
"Ricardo","rules2.aatkit.com",1,"Other"
"Ricardo","www.googletagmanager.com",1,"Google"
"Ricardo","sc-static.net",1,"Other"
"Ricardo","ade.googlesyndication.com",1,"Google"
"Ricardo","www.google-analytics.com",1,"Google"
"Ricardo","fonts.gstatic.com",1,"Google"
"Ricardo","ib.adnxs.com",1,"Microsoft"
"Ricardo","wave.outbrain.com",1,"Other"
"Ricardo","bat.bing.com",1,"Microsoft"
"Ricardo","fonts.googleapis.com",1,"Google"
"Ricardo","device-provisioning.googleapis.com",1,"Google"
"Ricardo","tr.outbrain.com",1,"Other"
"Ricardo","amplify.outbrain.com",1,"Other"
"Ricardo","ingest.sentry.io",1,"Functional Inc."
"Ricardo","pagead2.googlesyndication.com",1,"Google"
"Ricardo","acdn.adnxs.com",2,"Other"
"Ricardo","g.doubleclick.net",2,"Google"
"Ricardo","fcmtoken.googleapis.com",1,"Google"
"Ricardo","gspe19-2-ssl.ls.apple.com",1,"Apple"
"Ricardo","ib.adnxs-simple.com",1,"Other"
"Ricardo","gsp-ssl.ls.apple.com",1,"Apple"
"Ricardo","gspe19-ssl.ls.apple.com",1,"Apple"
"Ricardo","reporting.aatkit.com",1,"Other"
"Duolingo","www.gstatic.com",1,"Google"
"Duolingo","lh5.googleusercontent.com",2,"Google"
"Duolingo","firebase-settings.crashlytics.com",3,"Google"
"Duolingo","amp-api-edge.apps.apple.com",6,"Apple"
"Duolingo","inappcheck.itunes.apple.com",5,"Apple"
"Duolingo","graph.facebook.com",4,"Facebook"
"Duolingo","googleads.g.doubleclick.net",4,"Google"
"Duolingo","crashlyticsreports-pa.googleapis.com",3,"Google"
"Duolingo","ocsp.godaddy.com",5,"Other"
"Duolingo","ep7.facebook.com",3,"Facebook"
"Duolingo","firebaselogging-pa.googleapis.com",2,"Google"
"Duolingo","unityads.unity3d.com",3,"Unity Inc."
"Duolingo","ocsp.digicert.com",3,"Other"
"Duolingo","lh3.googleusercontent.com",2,"Google"
"Duolingo","configv2.unityads.unity3d.com",4,"Unity Inc."
"Duolingo","tpc.googlesyndication.com",3,"Google"
"Duolingo","pagead2.googlesyndication.com",4,"Google"
"Duolingo","pubads.g.doubleclick.net",4,"Google"
"Duolingo","thind.unityads.unity3d.com",4,"Unity Inc."
"Duolingo","mzstorekit.itunes.apple.com",1,"Apple"
"Duolingo","firebaseinstallations.googleapis.com",1,"Google"
"Duolingo","g.doubleclick.net",1,"Google"
"Acrobat","api3.branch.io",4,"Other"
"Acrobat","dpm.demdex.net",2,"Adobe"
"Acrobat","amp-api-edge.apps.apple.com",3,"Apple"
"Acrobat","mzstorekit.itunes.apple.com",1,"Apple"
"Acrobat","assets.adobedtm.com",2,"Adobe"
"Acrobat","cdn.branch.io",2,"Other"
"Acrobat","sc.omtrdc.net",6,"Adobe"
"Acrobat","ep2.facebook.com",2,"Facebook"
"Acrobat","data.adobedc.net",2,"Adobe"
"Acrobat","inappcheck.itunes.apple.com",1,"Apple"
"Acrobat","www.googleapis.com",7,"Google"
"Acrobat","lh3.googleusercontent.com",4,"Google"
"Instagram","graph.facebook.com",8,"Facebook"
"Instagram","mzstorekit.itunes.apple.com",5,"Apple"
"Instagram","www.facebook.com",5,"Facebook"
"Instagram","web.facebook.com",2,"Facebook"
"Migros","crashlyticsreports-pa.googleapis.com",3,"Google"
"Migros","firebase-settings.crashlytics.com",1,"Google"
"Migros","r10.o.lencr.org",3,"Other"
"Migros","app-analytics-services.com",7,"Other"
"Migros","images.ctfassets.net",4,"Other"
"Migros","region1.app-analytics-services.com",7,"Other"
"Migros","firebaseremoteconfig.googleapis.com",5,"Google"
"Migros","firebaselogging-pa.googleapis.com",8,"Google"
"Migros","firebaseinstallations.googleapis.com",1,"Google"
"Signal","r10.o.lencr.org",11,"Other"
"Signal","www.google.com",1,"Google"
"Signal","lh5.googleusercontent.com",1,"Google"
"Signal","itunes.apple.com",6,"Apple"
"Signal","i.scdn.co",1,"Other"
"Signal","i.ytimg.com",1,"Other"
"Signal","www.youtube.com",1,"Google"
"WhatsApp","gsp-ssl.ls.apple.com",1,"Apple"
"WhatsApp","gspe19-2-ssl.ls.apple.com",1,"Apple"
"WhatsApp","gspe19-ssl.ls.apple.com",1,"Apple"
"DER SPIEGEL","firebase-settings.crashlytics.com",4,"Google"
"DER SPIEGEL","ocsp.godaddy.com",3,"Other"
"DER SPIEGEL","www.gstatic.com",2,"Google"
"DER SPIEGEL","stream.mux.com",7,"Other"
"DER SPIEGEL","manifest-gcp-us-east1-vop1.fastly.mux.com",1,"Other"
"DER SPIEGEL","chunk-gcp-us-east1-vop1.fastly.mux.com",1,"Other"
"DER SPIEGEL","amplify.outbrain.com",17,"Other"
"DER SPIEGEL","googleads.g.doubleclick.net",35,"Google"
"DER SPIEGEL","www.googletagmanager.com",19,"Google"
"DER SPIEGEL","g.doubleclick.net",17,"Google"
"DER SPIEGEL","ib.adnxs.com",45,"Microsoft"
"DER SPIEGEL","sc.omtrdc.net",120,"Adobe"
"DER SPIEGEL","firebaseinappmessaging.googleapis.com",4,"Google"
"DER SPIEGEL","wave.outbrain.com",26,"Other"
"DER SPIEGEL","aax-eu.amazon-adsystem.com",27,"Amazon"
"DER SPIEGEL","data.adobedc.net",44,"Adobe"
"DER SPIEGEL","tpc.googlesyndication.com",26,"Google"
"DER SPIEGEL","c.amazon-adsystem.com",15,"Amazon"
"DER SPIEGEL","www.facebook.com",41,"Facebook"
"DER SPIEGEL","r11.o.lencr.org",13,"Other"
"DER SPIEGEL","aax.amazon-adsystem.com",20,"Amazon"
"DER SPIEGEL","ads.linkedin.com",21,"Microsoft"
"DER SPIEGEL","tr.outbrain.com",28,"Other"
"DER SPIEGEL","bat.bing.com",30,"Microsoft"
"DER SPIEGEL","pixel.adsafeprotected.com",62,"Other"
"DER SPIEGEL","pagead2.googlesyndication.com",35,"Google"
"DER SPIEGEL","s3.eu-central-1.amazonaws.com",24,"Amazon"
"DER SPIEGEL","www.googleadservices.com",20,"Google"
"DER SPIEGEL","assets.adobedtm.com",18,"Adobe"
"DER SPIEGEL","e5.o.lencr.org",8,"Other"
"DER SPIEGEL","r10.o.lencr.org",16,"Other"
"DER SPIEGEL","region1.app-analytics-services.com",36,"Other"
"DER SPIEGEL","inappcheck.itunes.apple.com",7,"Apple"
"DER SPIEGEL","app-analytics-services.com",13,"Other"
"DER SPIEGEL","www.google.com",22,"Google"
"DER SPIEGEL","firebaseinstallations.googleapis.com",1,"Google"
"DER SPIEGEL","ade.googlesyndication.com",5,"Google"
"DER SPIEGEL","s0.2mdn.net",10,"Other"
"DER SPIEGEL","www.googletagservices.com",6,"Google"
"DER SPIEGEL","tps.doubleverify.com",1,"Other"
"DER SPIEGEL","cdn.doubleverify.com",1,"Other"
"DER SPIEGEL","ad.doubleclick.net",12,"Other"
"DER SPIEGEL","firebaselogging-pa.googleapis.com",33,"Google"
"DER SPIEGEL","acdn.adnxs-simple.com",2,"Other"
"DER SPIEGEL","i.clean.gg",3,"Other"
"DER SPIEGEL","cm.g.doubleclick.net",3,"Google"
"DER SPIEGEL","dpm.demdex.net",2,"Adobe"
"DER SPIEGEL","firebaseremoteconfig.googleapis.com",2,"Google"
"DER SPIEGEL","ocsp.rootca1.amazontrust.com",1,"Amazon"
"DER SPIEGEL","static.adsafeprotected.com",7,"Other"
"DER SPIEGEL","s3.amazonaws.com",13,"Amazon"
"DER SPIEGEL","pubads.g.doubleclick.net",32,"Google"
"DER SPIEGEL","fonts.googleapis.com",8,"Google"
"DER SPIEGEL","acdn.adnxs.com",7,"Other"
"DER SPIEGEL","chunk-gcp-us-east1-vop1.cfcdn.mux.com",5,"Other"
"DER SPIEGEL","manifest-gcp-us-east1-vop1.cfcdn.mux.com",4,"Other"
"DER SPIEGEL","cdn.ampproject.org",2,"Other"
"DER SPIEGEL","cadmus2.script.ac",1,"Other"
"DER SPIEGEL","encrypted-tbn2.gstatic.com",1,"Google"
"DER SPIEGEL","encrypted-tbn3.gstatic.com",1,"Google"
"DER SPIEGEL","encrypted-tbn1.gstatic.com",1,"Google"
"DER SPIEGEL","crcdn01.adnxs-simple.com",1,"Other"
"DER SPIEGEL","chunk-gcp-us-east4-vop1.cfcdn.mux.com",3,"Other"
"DER SPIEGEL","manifest-gcp-us-east4-vop1.cfcdn.mux.com",2,"Other"
"DER SPIEGEL","fonts.gstatic.com",2,"Google"
"Gmail","peoplestack-pa.googleapis.com",1,"Google"
"Gmail","oauth2.googleapis.com",1,"Google"
"Gmail","play.googleapis.com",2,"Google"
"Gmail","cdn.ampproject.org",1,"Other"
"Gmail","accounts.google.com",2,"Google"
"Gmail","fonts.gstatic.com",2,"Google"
"Gmail","people-pa.googleapis.com",2,"Google"
"Gmail","www.googleapis.com",2,"Google"
"Gmail","notifications-pa.googleapis.com",2,"Google"
"Gmail","growth-pa.googleapis.com",1,"Google"
"Gmail","inappcheck.itunes.apple.com",2,"Apple"
"Gmail","lh3.googleusercontent.com",2,"Google"
"Gmail","www.gstatic.com",2,"Google"
"Gmail","oauthaccountmanager.googleapis.com",2,"Google"
"Tandem","fonts.googleapis.com",3,"Google"
"Tandem","firebaseinstallations.googleapis.com",1,"Google"
"Tandem","firebaseremoteconfig.googleapis.com",9,"Google"
"Tandem","rt.applovin.com",17,"Other"
"Tandem","graph.facebook.com",13,"Facebook"
"Tandem","fonts.gstatic.com",3,"Google"
"Tandem","app-measurement.com",10,"Google"
"Tandem","d.applovin.com",7,"Other"
"Tandem","web.facebook.com",15,"Facebook"
"Tandem","googleads.g.doubleclick.net",13,"Google"
"Tandem","g.doubleclick.net",5,"Google"
"Tandem","ms.applovin.com",11,"Other"
"Tandem","firebaseinappmessaging.googleapis.com",2,"Google"
"Tandem","device-provisioning.googleapis.com",1,"Google"
"Tandem","region1.app-measurement.com",22,"Google"
"Tandem","firebaselogging-pa.googleapis.com",26,"Google"
"Tandem","firebase-settings.crashlytics.com",1,"Google"
"Tandem","inappcheck.itunes.apple.com",5,"Apple"
"Tandem","fundingchoicesmessages.google.com",7,"Google"
"Tandem","amp-api-edge.apps.apple.com",7,"Apple"
"Tandem","pagead2.googlesyndication.com",12,"Google"
"Tandem","gsp-ssl.ls.apple.com",3,"Apple"
"Tandem","gspe19-ssl.ls.apple.com",3,"Apple"
"Tandem","gspe19-2-ssl.ls.apple.com",3,"Apple"
"Tandem","www.googletagservices.com",1,"Google"
"Tandem","tpc.googlesyndication.com",1,"Google"
"Tandem","www.gstatic.com",1,"Google"
"Bird","firebase-settings.crashlytics.com",2,"Google"
"Bird","firebaseinstallations.googleapis.com",1,"Google"
"Bird","gsp-ssl.ls.apple.com",5,"Apple"
"Bird","graph.facebook.com",6,"Facebook"
"Bird","ocsp.digicert.com",2,"Other"
"Bird","app-analytics-services.com",2,"Other"
"Bird","static.bird.co",1,"Other"
"Bird","region1.app-analytics-services.com",6,"Other"
"Bird","gspe19-2-ssl.ls.apple.com",5,"Apple"
"Bird","gspe19-ssl.ls.apple.com",6,"Apple"
"Bird","s3.amazonaws.com",1,"Amazon"
"Bird","firebaselogging-pa.googleapis.com",2,"Google"
"Play SRF","firebaseremoteconfig.googleapis.com",1,"Google"
"Play SRF","census-app-x.scorecardresearch.com",2,"Other"
"Play SRF","firebase-settings.crashlytics.com",1,"Google"
"Play SRF","firebaseinstallations.googleapis.com",1,"Google"
"Play SRF","app-analytics-services.com",1,"Other"
"Play SRF","region1.app-analytics-services.com",2,"Other"
"Play SRF","firebaselogging-pa.googleapis.com",1,"Google"
"Coffee Golf","firebaseremoteconfig.googleapis.com",3,"Google"
"Coffee Golf","app-analytics-services.com",3,"Other"
"Coffee Golf","inappcheck.itunes.apple.com",3,"Apple"
"Coffee Golf","region1.app-analytics-services.com",6,"Other"
"Coffee Golf","firebaseinstallations.googleapis.com",1,"Google"
"Coffee Golf","ms.applovin.com",3,"Other"
"Coffee Golf","itunes.apple.com",3,"Apple"
"Coffee Golf","client-api.itunes.apple.com",3,"Apple"
"Coffee Golf","unityads.unity3d.com",3,"Unity Inc."
"Coffee Golf","amp-api-edge.apps.apple.com",3,"Apple"
"Coffee Golf","d.applovin.com",3,"Other"
"Coffee Golf","fundingchoicesmessages.google.com",3,"Google"
"Coffee Golf","graph.facebook.com",3,"Facebook"
"Coffee Golf","ep7.facebook.com",3,"Facebook"
"Coffee Golf","googleads.g.doubleclick.net",3,"Google"
"Coffee Golf","rt.applovin.com",3,"Other"
"Coffee Golf","g.doubleclick.net",3,"Google"
"Coffee Golf","configv2.unityads.unity3d.com",2,"Unity Inc."
"Coffee Golf","thind.unityads.unity3d.com",2,"Unity Inc."
"Tutti","cdn.cookielaw.org",6,"Other"
"Tutti","rules.aatkit.com",3,"AddApptr"
"Tutti","crcdn01.adnxs-simple.com",2,"Other"
"Tutti","pagead2.googlesyndication.com",3,"Google"
"Tutti","app-analytics-services.com",4,"Other"
"Tutti","rules3.aatkit.com",2,"AddApptr"
"Tutti","region1.app-analytics-services.com",5,"Other"
"Tutti","www.google.com",1,"Google"
"Tutti","www.googletagservices.com",3,"Google"
"Tutti","firebase-settings.crashlytics.com",2,"Google"
"Tutti","r10.o.lencr.org",4,"Other"
"Tutti","encrypted-tbn3.gstatic.com",1,"Google"
"Tutti","firebaselogging-pa.googleapis.com",5,"Google"
"Tutti","reporting.aatkit.com",2,"Other"
"Tutti","acdn.adnxs-simple.com",2,"Other"
"Tutti","mobile-sdk-config.gservice.emarsys.net",5,"Other"
"Tutti","encrypted-tbn2.gstatic.com",1,"Google"
"Tutti","firebaseremoteconfig.googleapis.com",4,"Google"
"Tutti","tracking.aatkit.com",2,"AddApptr"
"Tutti","firebaseremoteconfigrealtime.googleapis.com",7,"Google"
"Tutti","encrypted-tbn0.gstatic.com",1,"Google"
"Tutti","inappcheck.itunes.apple.com",4,"Apple"
"Tutti","acdn.adnxs.com",6,"Other"
"Tutti","ib.adnxs-simple.com",6,"Other"
"Tutti","pubads.g.doubleclick.net",4,"Google"
"Tutti","ade.googlesyndication.com",2,"Google"
"Tutti","r11.o.lencr.org",3,"Other"
"Tutti","tpc.googlesyndication.com",3,"Google"
"Tutti","googleads.g.doubleclick.net",6,"Google"
"Tutti","rules2.aatkit.com",4,"Other"
"Tutti","s0.2mdn.net",3,"Other"
"Tutti","encrypted-tbn1.gstatic.com",1,"Google"
"Tutti","www.googletagmanager.com",4,"Google"
"Tutti","g.doubleclick.net",4,"Google"
"Tutti","amp-api-edge.apps.apple.com",6,"Apple"
"Tutti","mobile-data.onetrust.io",6,"Other"
"Tutti","cm.g.doubleclick.net",1,"Google"
"Tutti","firebaseinstallations.googleapis.com",1,"Google"
"Tutti","fonts.googleapis.com",1,"Google"
"Tutti","tps.doubleverify.com",1,"Other"
"Tutti","s3.eu-central-1.amazonaws.com",1,"Amazon"
"Tutti","fonts.gstatic.com",1,"Google"
"Tutti","static.adsafeprotected.com",1,"Other"
"Tutti","pixel.adsafeprotected.com",1,"Other"
"Tutti","tpsc-ew1.doubleverify.com",2,"Other"
"Tutti","ocsp.godaddy.com",1,"Other"
"Tutti","cdn.doubleverify.com",1,"Other"
"Apple Mail","r11.o.lencr.org",6,"Other"
"Apple Mail","fonts.gstatic.com",1,"Google"
"Apple Mail","media.licdn.com",1,"Other"
"Apple Mail","ocsp.digicert.com",2,"Other"
"Apple Mail","static.bird.co",1,"Other"
"Spotify","clients3.google.com",34,"Google"
"Spotify","census-app-x.scorecardresearch.com",22,"Other"
"Spotify","i.scdn.co",53,"Other"
"Spotify","cdn.branch.io",126,"Other"
"Spotify","api3.branch.io",116,"Other"
"Spotify","region1.app-measurement.com",148,"Google"
"Spotify","firebaselogging-pa.googleapis.com",39,"Google"
"Spotify","app-measurement.com",44,"Google"
"Spotify","inappcheck.itunes.apple.com",16,"Apple"
"Spotify","firebase-settings.crashlytics.com",4,"Google"
"Spotify","ocsp.godaddy.com",1,"Other"
"Spotify","platform-lookaside.fbsbx.com",2,"Other"
"Spotify","firebaseinstallations.googleapis.com",1,"Google"
